artifact_name,countr_of_origin,acquisition_date,created_date,description,continent
Pump & suction unit,United States of America,1985,1930,METAL STAND AND PUMP/ GLASS BOTTLES WITH HARD RUBBER STOPPERS/ RUBBER TUBING/ ELECTRICAL CORD.,NA
Surgical kit,United Kingdom,1985,1920,IVORY HANDLE/ STEEL HOOK,EU
Surgical kit,United Kingdom,1985,1920,.1 STAINLESS STEEL KNIFE/NEEDLE/ WOODEN CASE LINED IN VELVET.,EU
Scalpel,Sweden,1985,1920,STEEL(?) TOOL AND HANDLE,EU
Scalpel,United States of America,1985,1920,STEEL(?) TOOL/ ALUMINUM(?) HANDLE,NA
"Depressor, tongue",United States of America,1985,1920,STAINLESS STEEL(?),NA
"Depressor, tongue",United States of America,1985,1920,CHROME-PLATED STEEL(?),NA
Speculum,Germany,1985,1920,METAL/ BRASS(?) THUMBSCREW,EU
"Mirror, laryngeal",United States of America,1985,1920,MIRRORED GLASS/ METAL (BRASS?),NA
Forceps,Sweden,1985,1920,METAL,EU
"Holder, needle & scissors",United Kingdom,1985,1920,STAINLESS STEEL,EU
"Holder, needle",United States of America,1985,1920,STAINLESS STEEL (?),NA
Applicator,Germany,1985,1920,BRASS(?),EU
Applicator,Germany,1985,1920,BRASS (?),EU
Applicator,Germany,1985,1920,BRASS(?),EU
Curette set,Germany,1985,1920,METAL/ STAINLESS STEEL(?),EU
"Scoop set, lens",United Kingdom,1985,1920,METAL,EU
Retractor,United Kingdom,1985,1920,IVORY HANDLE/ METAL TOOL,EU
Forceps,Germany,1985,1920,METAL (STEEL?),EU
Forceps,Germany,1985,1920,METAL (STAINLESS STEEL?),EU
Speculum,Germany,1985,1920,METAL,EU
Scalpel,United States of America,1985,1920,STEEL(?),NA
"Stone, sharpening",Canada,1985,1920,STONE/ FELT TRIM,NA
Certificate,Canada,1985,1923,paper,NA
Certificate,Canada,1985,1923,paper,NA
Certificate,United States of America,1985,1924,paper,NA
Certificate,United States of America,1985,1924,paper,NA
Certificate,Canada,1985,1929,paper,NA
Certificate,Canada,1985,1945,paper,NA
Certificate,Canada,1985,1946,certificate printed on paper. wooden frame has glass front; cardboard dust jacket; metal fittings.,NA
Certificate,Canada,1985,1946,certificate printed on paper; coated paper seal.,NA
Photograph,Canada,1985,1923,paper; wood; glass,NA
Archival collection,Canada,1985,1935,PAPER/ INK/ PENCIL,NA
Archival collection,Canada,1985,1935,PAPER/ INK/ PENCIL,NA
"Package, film",Canada,1985,1940,BOX - CARDBOARD/ ENVELOPE - PAPER,NA
"Amplifier, audio",Canada,1985,1923,WOOD CASE/ SYNTHETIC FRONT PANEL & KNOBS/ METAL HARDWARD,NA
"Tuner, radio",Canada,1985,1923,WOOD CASE/ SYNTHETIC FRONT PANEL & KNOBS/ METAL HARDWARE,NA
"Receiver, radio",Hong Kong,1985,1955,"Entire frame made from synethic materials (plastic)/metal, plastic and synthetic materials components.",AS
"Receiver, radio",Japan,1985,1955,Metal antenna; front of radio is a synthetic (plastic); sides and back of radio are of simulated leather.,AS
"Receiver, radio",United States of America,1985,1970,"Plastic casing; plastic, metal and synthetic materials components.",NA
"Player, disk",Canada,1985,1950,"WOOD CABINET COVERED WITH FABRIC/ LEATHER HANDLE/ METAL HARDWARE, TURNTABLE, TONEARM, SPEAKER COVER/ SYNTHETIC CONTROL KNOB & PLUG",NA
"Receiver, radio",United States of America,1985,1940,"METAL, GLASS AND BAKELITE",NA
"Measure, tape",Canada,1985,1930,LEATHER COVERED CASE/ CLOTH TAPE/ METAL HARDWARE,NA
"Measure, tape",Germany,1985,1925,STEEL TAPE/ CHROMED METAL CONTAINER,EU
"Cap, radiator",United States of America,1985,1960,METAL CAP WITH SYNTHETIC SEAL; CARDSTOCK BOX,NA
Carburetor kit,United States of America,1985,1960,"METAL, SYNTHETIC, CARDSTOCK",NA
Gasket,Canada,1985,1968,GASKET - SYNTHETIC/ BOX - CARDSTOCK,NA
"Receiver, television",Japan,1985,1979,METAL/ WOOD/ GLASS/ SYNTHETIC,AS
Archival collection,Canada,1985,1978,PAPER/ METAL,NA
Ruling machine,United States of America,1985,1913,"WOOD FRAME, IRON CASTINGS, BRASS & STEEL HARDWARE/'PTS' INCLUDE FIBRE (WOOL & LINEN)",NA
"Pump, gas",Canada,1985,1955,PURE BORO-SYLICATE GLASS (PYREX) TUBING & VALVES/ IRON MAGNETS/ ELECTROMAGNETIC COILS HAVE PLASTER (?) COVER,NA
Vacuum tube,Canada,1985,1950,GLASS/ METAL,NA
"Reader, tape",United States of America,1985,1930,"CAST ALUMINUM BASE. GEAR CASE,KEYING HEAD CASE, ETC. MACHINED & CAST BRASS. MISC. WORKING PARTS STEEL. MOTOR & FLYWHEEL STEEL, WITH COPPER WINDINGS IN THE MOTOR. STEEL PLATE COVERS THE BOTTOM OF THE BASE & SOME SYNTHETIC FITTINGS. RUBBER & FABRIC COVERED CORDS",NA
"Plate, printing",Canada,1985,1875,.1-.17 WOOD,NA
"Lamp, electric arc",United States of America,1985,1927,METAL/ SYNTHETIC CORDS/ CARBON,NA
"Cutter, paper",United States of America,1985,1871,METAL,NA
"Extractor, juice",Canada,1985,1936,ALUMINUM WITH SYNTHETIC FEET,NA
Razor kit,Canada,1985,1929,METAL,NA
Log book,Canada,1985,1928,PAPER; LINEN COVERED CARD STOCK COVER,NA
Scrapbook,Canada,1985,1928,PAPER; LEATHERETTE COVER; STEEL RINGS & MECHANISM ALONG INSIDE SPINE,NA
"Roller, oat",Canada,1986,1890,CAST IRON FRAME & PARTS/ WOOD HOPPER,NA
Cultivator,Canada,1986,1920,WOOD HANDLES/ METAL WORKING PARTS,NA
Oscillator bank,Canada,1986,1958,"METAL CASING & FRAME/ SYNTHETIC KEYBOARD KEYS, KNOBS, DISKS, CABLES/ METAL & SYNTHETIC WORKING PARTS",NA
Polyphone,Canada,1986,1970,"METAL FRAME & CASING/ SYNTHETIC KNOBS, KEYBOARD KEYS, HANDLES, PARTS/ WOOD FOOT PEDAL UNIT/ RUBBER? PEDAL COVER/ GLASS, METAL, & SYNTHETIC WORKING PARTS",NA
"Recorder, special purpose",Canada,1986,1962,"FERROUS & NON-FERROUS METAL CASINGS & WORKING PARTS/ SYNTHETIC KEYS, KNOBS, BUTTONS, & WORKING PARTS",NA
Spectrogram,Canada,1986,1964,NON-FERROUS METAL CASING/ FEROUS METAL DRAWERS & PARTS/ SYNTHETIC CONTROLS & PARTS,NA
Ring modulator,Canada,1986,1964,FERROUS METAL CASING/ NON-FERROUS METAL PANELS FOR CONTROLS/ SYNTHETIC KNOB/ METAL & SYNTHETIC WORKING PARTS,NA
"Generator, serial sound structure",Canada,1986,1965,"FERROUS METAL RACKS/ NON-FERROUS METAL CASING FRONTS/ METAL WORKING PARTS/ SYNTHETIC KNOBS, BUTTONS, SWITCHES, & WORKING PARTS",NA
Octave filter bank,Canada,1986,1962,FERROUS METAL STAND/ NON-FERROUS METAL CASING/ SYNTHETIC CONTROLS & WORKING PARTS/ RUBBER WHEELS,NA
"Generator, tone mixer",Canada,1986,1965,"NON-FERROUS METAL CASING IN FERROUS METAL RACK/ METAL CONTROLS & WORKING PARTS/ SYNTHETIC KNOBS, METER CASINGS, & WORKING PARTS",NA
Oscillator & filter,Canada,1986,1962,"NON-FERROUS METAL CASING IN FERROUS METAL RACK/ METAL WORKING PARTS/ SYNTHETIC KNOBS, METER CASING, & WORKING PARTS/ GLASS METER WINDOW",NA
"Shaper, sound envelope",Canada,1986,1965,"FERROUS METAL CASING IN FERROUS METAL RACK/ METAL WORKING PARTS/ SYNTHETIC KNOBS, METER CASING, & WORKING PARTS/ PAPER LABELS/ NON0-FERROUS METAL FRONT PANELS",NA
"Generator, function",Canada,1986,1964,FERROUS METAL CASING IN FERROUS METAL RACK/ METAL SWITCHES & SOCKETS/ SYNTHETIC KNOBS/ SYNTHETIC & METAL WORKING PARTS,NA
"Punch-verifier, card",United Kingdom,1986,1965,"FERROUS METALLOWER CASING & TABLE LEGS/ NON-FERROUS METAL UPPER CASING & PARTS/ SYNTHETIC KEYBOARD CASING, KEYBOARD, KEYS, PARTS/ FORMICA TABLE COVERING",EU
"Punch-verifier, card",United Kingdom,1986,1965,"FERROUS METALLOWER CASING & TABLE LEGS/ NON-FERROUS METAL UPPER CASING & PARTS/ SYNTHETIC KEYBOARD CASING, KEYBOARD, KEYS, PARTS/ FORMICA TABLE COVERING",EU
"Telescope, radio",Canada,1986,1946,"WOOD BASE/ COPPER DISH/ WOOD, METAL, RUBBER AND PLASTIC COMPONENT PARTS",NA
"Antenna, Yagi",Canada,1986,1947,STEEL ? ANTENNA; RUBBER & METAL CORD/,NA
"Switch, waveguide",Canada,1986,1946,"METAL, STEEL ?, COPPER ? CONNECTING FITTINGS",NA
"Switch, waveguide",Canada,1986,1946,METALS INCLUDING BRASS AND COPPER; RUBBER AND FABRIC COVERED ELECTRICAL CORD,NA
Microscope,United States of America,1986,1926,"FERROUS METAL BASE & PARTS/ NON-FERROUS METAL - BRASS ? MICROSOPE ARM, TUBE & PARTS/ SYNTHETIC STAGE & PARTS/ GLASS LENSES, BOTTLES & BULBS",NA
"Recorder-player, tape",Japan,1986,1960,"PLASTIC CASING, HANDLE, CONTROLS, MICROPHONE CASING/ METAL FITTINGS & WORKING PARTS/ CARDBOARD BOX",AS
Antenna,United States of America,1986,1972,METAL/ SYNTHETIC CABLE COVER,NA
"Cabinet, operator",Canada,1986,1972,"METAL CASING & PARTS/ SYNTHETIC METER, CLOCK & DIAL CASINGS, CONTROLS, LIGHTS, PARTS",NA
"Receiver, satellite ground station",Canada,1986,1970,"METAL CASING & PARTS/ SYNTHETIC METER & DIAL CASINGS, BUTTONS, LIGHTS & KNOBS",NA
"Reproducer, photographic",Canada,1986,1967,METAL CASING & PARTS/ SYNTHETIC PARTS,NA
Decommutator,United States of America,1986,1971,METAL CASING & PARTS/ SYNTHETIC CONTROLS & PARTS/ METAL EQUIPMENT RACK,NA
"Digitizer, attitude pulse",United States of America,1986,1971,"METAL CASING & PARTS/ SYNTHETIC DIALS, METERS, CONTROLS/ METAL EQUIPMENT RACK",NA
"Generator, command",United States of America,1986,1971,"METAL CASING & PARTS/ SYNTHETIC DIALS, METERS, CONTROLS & PARTS/ METAL EQUIPMENT RACK",NA
Synchronous control,United States of America,1986,1971,"METAL CASING & PARTS/ SYNTHETIC DIALS, METERS, CONTROLS & PARTS/ METAL EQUIPMENT RACK",NA
Antenna Despin control,United States of America,1986,1971,METAL CASING & PARTS/ SYNTHETIC DIALS &PARTS/ METAL EQUIPMENT RACK,NA
Computer,United States of America,1986,1971,"METAL CASING & PARTS/ SYNTHETIC LIGHT PANEL, CONTROLS, PARTS/ METAL EQUIPMENT RACK",NA
"Terminal, computer",Canada,1986,1971,"METAL CASING & PARTS/ SYNTHETIC KEYS, SCREEN & PARTS",NA
"Detector, energetic particle",Canada,1986,1959,METAL FRAME & CASING/ METAL & SYNTHETIC WORKING PARTS,NA
"Detector, energetic particle",Canada,1986,1960,METAL CASING/ METAL & SYNTHETIC PARTS,NA
"Detector, energetic particle",Canada,1986,1964,METAL CASINGS/ METAL PARTS/ SYNTHETIC PARTS,NA
Airplane,United States of America,1986,1961,ALL METAL CONSTRUCTIONS,NA
"Engine, airplane",United States of America,1986,1930,STEEL; ALUMINUM,NA
Balloon,United States of America,1986,1982,GONDOLA IS A METAL AND WOOD CONSTRUCTION/ BALLOON IS A VARIETY OF FABRICS,NA
Sign,Canada,1986,1920,ALL METAL,NA
Brooder,United States of America,1986,1928,CAST IRON & STEEL,NA
Cultivator,Canada,1986,1940,Steel frame/cast iron/wood tongue etc.,NA
Weeder,United States of America,1986,1920,steel/cast iron/wood,NA
Ledger,Canada,1986,1920,Cardboard/paper,NA
Weight,Canada,1986,1945,.1-.8 ALUMINUM HOUSING CONTAINING LEAD WEIGHT/ WOOD BOX WITH METAL FITTINGS,NA
Debeaker,United States of America,1986,1960,"WOOD STAND & FOOT PEDAL/ METAL HOUSING, WORKING PARTS & BLADE/ SYNTHETIC FAN BLADES & TEMP.CONTROL KNOB/ RUBBER/SYNTHETIC? CORDS & PLUGS",NA
Incubator-hatcher,United States of America,1986,1950,METAL/SYNTHETIC PARTS,NA
"Washer, egg",United States of America,1986,1960,METAL/SYNTHETIC PARTS,NA
Brooder,Canada,1986,1910,METAL HOUSING & CHAIN/ GLASS LAMP BULB/ CANVAS CURTAINREMNANT/ WOOD SUPPORT/ SYNTHETIC CORD,NA
"Box,"" nest",Canada,1986,1945,"1/2"""" PLYWOOD/ METAL NAILS",NA
"Band, poultry",Canada,1986,1950,ALUMINUM WING BANDS/ CARDBOARD BOX & PACKAGING WITH PAPER LABELS,NA
"Grader, egg",Canada,1986,1900,METAL,NA
"Waterer, chick",United States of America,1986,1975,PLASTIC,NA
"Feeder, chick",Canada,1986,1920,METAL,NA
"Feeder, poultry",Canada,1986,1920,METAL,NA
"Feeder, poultry",United States of America,1986,1953,METAL,NA
"Box, egg",Canada,1986,1960,CORRUGATED CARDBOARD,NA
Syringe,United States of America,1986,1935,"SYRINGE PLUNGER & BARREL ARE GLASS/ GLASS STORAGE TUBE/ METAL NEEDLE HUB & RIM AROUND TOP OF BARREL/ GLASS TUBE COMES WITH COTTON BATTING, GAUZE PADDING & A PAPER CAP",NA
Syringe,United States of America,1986,1935,"SYRINGE PLUNGER, BARREL & STORAGE TUBE GLASS/ METAL NEEDLE HUB/ STORAGE TUBE COMES WITH COTTON BATTING, GAUZE PADDING & A PAPER CAP",NA
Cart,Canada,1986,1920,METAL FRAME/WOOD BED & HANDLE,NA
"Insect picker, potato",Canada,1986,1894,"WOOD FRAME, PADDLES, PARTS/METAL WHEELS,CHAIN, TRAY, PARTS",NA
Boat,Canada,1986,1900,WOOD WITH METAL FITTINGS & GALVANIZED METAL SHEETING REINFORCING BOW & STERN/ WOOD OARS,NA
Scale,Canada,1986,1900,ALL METAL CONSTRUCTION,NA
Tractor,United States of America,1986,1948,METAL/ RUBBER TIRES & HOSES/ PLASTIC KNOBS/ GLASS LIGHTS,NA
"Measure, grain",Canada,1986,1890,"SOLID BENT WOOD SIDES & TOP EDGE REINFORCEMENT, WOOD BOTTOM/ METAL SIDE & BOTTOM FRAME",NA
Weeder,Canada,1986,1950,"WOOD FRAME/ CAST IRON & STEEL RODS, WHEELS & PARTS",NA
Weeder,Canada,1986,1930,WOOD FRAME/ CAST IRON & STEEL,NA
Incubator,Canada,1986,1926,"WOOD EXTERIOR & PARTS/METAL DOOR HANDLES, LOCKS, TRAYS, FUSE BOXES, LEVERS, PARTS/GLASS DOOR WINDOWS",NA
"Tester, paper strength",United States of America,1986,1884,Metal/ wood handle grip.,NA
"Tester, paper thickness",United States of America,1986,1885,Metal/synthetic knob.,NA
"Dispenser, beverage",United States of America,1986,1985,"STEEL, NYLON, PLASTIC & VELCRO",NA
Helmet,United States of America,1986,1951,"FIBRE GLASS, METAL, COTTON & LEATHER",NA
"Lamp, gas",United States of America,1986,1951,METAL & GLASS,NA
"Lamp, electric",United States of America,1986,1959,"METAL, BAKELITE, RUBBER & GLASS",NA
"Lamp, electric",Canada,1986,1950,"METAL, BAKELITE, RUBBER & GLASS",NA
"Lamp, electric",United States of America,1986,1950,"PLASTIC, RUBBER, GLASS & METAL",NA
"Belt, miner's lamp battery",Canada,1986,1951,LEATHER & METAL,NA
Calculator,United States of America,1986,1920,METAL & PLASTIC,NA
"Receiver, television",United States of America,1986,1959,"COWHIDE, METAL, PLASTIC & BAKELITE",NA
"Launcher, rocket",United States of America,1986,1960,Metal with synthetic parts.,NA
"Roaster, coffee",United States of America,1986,1880,Metal.,NA
"Blender, tea",United Kingdom,1986,1880,"Metal/ wood box, parts/bristles.",EU
Menu,Canada,1986,1940,Paper,NA
Sonde,Canada,1986,1968,METAL CASING & PARTS/ SYNTHETIC SWITCHES & PARTS,NA
Word processor,Canada,1986,1977,"PLASTIC, METAL & GLASS",NA
Printer,United States of America,1986,1977,PLASTIC/ METAL,NA
Keyboard,Canada,1986,1977,PLASTIC/ METAL,NA
Power supply,United States of America,1986,1977,PLASTIC/ METAL,NA
"Drive, disk",United States of America,1986,1977,PLASTIC/ METAL,NA
"Drive, disk",United States of America,1986,1977,PLASTIC/ METAL,NA
Automobile,Canada,1986,1927,"METAL, LIZARDSKIN, WOOD AND RUBBER",NA
Book,Canada,1986,1927,Cardboard cover/paper,NA
Book,United States of America,1986,1935,Cardboard cover/paper,NA
Camera,Japan,1986,1978,"Metal, glass and plastic",AS
Lens,Japan,1986,1970,"Metal, glass and plastic/case-vinyl, felt and metal",AS
Camera,United States of America,1986,1969,"Plastic, metal and glass",NA
"Receiver, radio",Canada,1986,1950,"Bakelite, plastic, metal, cardboard and glass",NA
Preamplifier,United States of America,1986,1950,Metal and bakelite,NA
"Cartridge, disk player",United States of America,1986,1979,Plastic and metal,NA
"Cartridge, disk player",United States of America,1986,1965,Plastic and metal/case - metal and cardboard,NA
"Cartridge, disk player",United States of America,1986,1965,Metal and plastic/case - cardboard and metal,NA
"Cartridge, disk player",Japan,1986,1960,Metal and plastic,AS
Vacuum tube,Canada,1986,1944,GLASS/ METAL/ CERAMIC,NA
Vacuum tube,United States of America,1986,1940,"Glass, filament, bakelite base, metal pins.",NA
Vacuum tube,United States of America,1986,1940,"Glass, filament, bakelite, metal pins.",NA
Outboard motor,Canada,1986,1962,Aluminum/steel/synthetic.,NA
Turbine,United Kingdom,1986,1954,"VARIOUS CAST METALS, SPRING STEEL, ALUMINUM ANDNICKLE PLATED BRASS",EU
"Bridge, impedance",United States of America,1986,1961,Metal and bakelite,NA
"Undersuit, flying",Canada,1986,1944,"Cotton/ metal rubber wiring, plugs/ metal snaps/ plastic buttons",NA
Bicycle,Canada,1986,1908,"METAL FRAME, HANDLEBARS, CHAIN/ LEATHER SEAT AND FRAGMENT OF LEFT HANDLE GRIP, AND SPLASH GUARD/ WOODEN WHEEL RIMS, HANDLES, ANDPART OF PEDAL.",NA
Bicycle,Canada,1986,1921,"METAL FRAME (COPPER HANDLEBARS AND PEDAL APPARA- TUS), METAL SPOKES/ RUBBER TIRES, PEDALS, AND HANDLE GRIPS/ LEATHER SEAT COVERING/ WOODEN WHEEL RIMS.",NA
"Receiver, radio",Canada,1986,1947,"CLOTH COVERED WOOD CASE/ METAL CHASSIS & SPEAKER/ LEATHER HANDLE/ METAL HARDWARE/ FIBRE SPEAKER COVER/ PLASTIC KNOBS & DIAL COVER/ METAL, SYNTHETIC & GLASS WORKING PARTS",NA
Altimeter,Germany,1986,1920,METAL,EU
"Chassis, automobile",United States of America,1986,1929,STEEL CHASSIS AND MOTOR/ RUBBER STEERING WHEEL AND WATER HOSE/ WOOD SPOKES INSIDE CHROMED WHEEL RIMS/ CHROME GRILL ON CAR FRONT.,NA
Transit,United Kingdom,1986,1912,WOODEN CARRYING BOX WITH LEATHER COVER AND CARRY- ING STRAP/ METAL STRAP BUCKLE/ CANVAS BAG/ BRASS TRANSIT; GLASS BALANCING VIALS.,EU
Tripod,United Kingdom,1986,1912,Wood legs/ Metal spiked foot and tripod head/ Leather strap/ Canvas bag attached by string.,EU
"Engine, airplane",Canada,1986,1984,VARIOUS METALS,NA
Rotor blade,United States of America,1986,1966,"Wood, metal and fiberglass",NA
"Thermal pack, galley",United States of America,1986,1947,"Metal, plastic, rubber and cork",NA
Plaque,Canada,1986,1986,.1 wood composition board backing real or simulated stone carving/metal plate/.2 paper.,NA
Pinball machine,United States of America,1986,1960,METAL/ GLASS/ WOOD/ LINOLEUM,NA
Painting,United Kingdom,1986,1982,FRAMED OIL ON CANVAS,EU
"Pail, water",Canada,1986,1930,Galvanized steel/wire bail handle with wood grip.,NA
Film,Canada,1986,1975,"CARDBOARD BOX, PLASTIC FILM HOLDER, METAL FILM CAN, PLASTIC SPOOL AND FILM BASE",NA
Camera,Canada,1986,1981,The box of the camera is cardboard. The body of the camera is plastic. The side panels are metal. The switches and knobs are plastic. The eyepiece is rubber. The viewfinder and lens are either glass or plexi. The small panel set into the front of the camera below the lens is metal.,NA
Camera,United States of America,1986,1982,"The box for the camera is cardboard. The camera body is plastic. The shutters, switches etc. are plastic. The flash unit is plexiglass, glass and metal. The lens is either glass or plexiglass as is the viewfinder. The neck strap is a woven synthetic material.",NA
"Pack, film",United States of America,1986,1985,"THE BOX IS CARDBOARD, THE PROTECTIVE 'ENVELOPE' IS A PAPER COVERED FOIL. THE FILM IS UNPROCESSED/UNEXPOSED FILM STOCK. THE FILM PACK IS A SELF-CONTAINED PROCESSING UNIT AND CONTAINS ALL CHEMICALS NECESSARY FOR THE PROCESSING OF FILM.",NA
Template,Canada,1986,1946,Aluminum sheet,NA
"Discharger model, disk",United Kingdom,1986,1912,"METAL INCLUDING SILVER; MARBLE STAND/WOOD, LEATHERAND FABRIC CASE; METAL FITTINGS.",EU
Broaching machine,United States of America,1986,1917,STEEL/CAST IRON/.2 SYNTHETIC CABLE/.6 BRASS?,NA
Engraving machine,United States of America,1986,1910,Steel/cast iron.,NA
"Engine, airplane",Canada,1986,1964,Metal,NA
"Engine, airplane",Canada,1986,1964,Metal,NA
Vacuum tube,Canada,1986,1962,IRON-NICKEL-COBALT ALLOY ANODE/ METALLIZED CERAMIC DISK/ GROUND NICKEL CATHODE ROD/ COPPER/ MOLYBDENUM,NA
Snowmobile,Canada,1986,1969,"STEEL FRAME, SKIIS, BUMPER, AND HANDLE BARS. BUMPER AND HANDLE BARS CHROME COVERED. FIBREGLASS NOSE CONE AND ENGINE COVER. PLEXIGLASS WINDSHIELD. GLASS HEADLIGHT. FOAM RUBBER SEAT, RUBBER TRIM, RUBBERTRACK.",NA
"Meter, exposure",United Kingdom,1986,1915,"THE BODY OF THE METER IS METAL/ THE PROTECTIVE WINDOW OR CRYSTAL IS EITHER GLASS OR PLASTIC/ THE EXPSOURE METER IS LIGHT SENSITIVE PAPER/ THE BOX IS MADE OF CARDBOARD, AND THE CORNERS ARE HELD TOGETHER WITH METAL.",EU
Cover,Canada,1986,1986,Paper.,NA
Archival collection,Canada,1986,1985,Paper,NA
Photograph,Canada,1986,1898,PHOTOGRAPHIC PAPER/ GLASS AND WOOD FRAME,NA
Picture,United Kingdom,1986,1904,Silk picture; paper matt; glass and wood frame; metal hanger,EU
"Recorder, flight",United Kingdom,1986,1966,Predom. steel; plastic knobs; plexiglass (?) windows.,EU
Conditioning Unit,United Kingdom,1986,1966,Predom. complsed of non-ferrous metal - possibly aluminum; steel screws.,EU
"Container, AIDS",United Kingdom,1986,1966,Unidentified ferrous & non-ferrous metals; rubber coated cable.,EU
"Cassette, tape",United Kingdom,1986,1966,Casing and handle are composed of steel; non-ferrous metal - likely aluminum; tape composed of plastic.,EU
"Timer, flight data recorder",United Kingdom,1986,1966,"Predom. non-ferrous metal - probably aluminum; frame is steel; plastic shield, switches & housing; glass (or plexiglass?) over clock face.",EU
Recording system,United States of America,1986,1967,"Metal, bakelite and plastic",NA
Outboard motor,United States of America,1986,1937,ALUMINUM/ BRONZE/ SYNTHETIC PARTS.,NA
Lathe,United States of America,1986,1933,metal,NA
"Typewriter, toy",United States of America,1986,1935,"Steel (sheet), stamped/pressed; rubber paper grippers on carriage; wooden platen thumb-wheels",NA
Typewriter,United States of America,1986,1908,Cast iron frame; brass front cover panel; rear cover panel sheet steel; wooden space bar; keys & platen of unidentified manufactured composition.,NA
"Chart, wall",United States of America,1986,1925,"Linen(?), painted; wooden frame along top & bottom edge.",NA
Plow,Canada,1986,1940,STEEL/CAST IRON,NA
Seat stem,Canada,1986,1930,Spring steel.,NA
"Receiver, radio",United States of America,1986,1970,"Metal casing & parts/synthetic dial, button, & parts",NA
Camera,United States of America,1986,1966,METAL/SYNTHETIC/GLASS LENS,NA
Camera,United States of America,1986,1966,Metal/synthetic/glass lens,NA
Compass,United Kingdom,1986,1880,"BRASS COMPASS/ WOOD CASE, LEATHER COVERED; VELVET AND SATIN INTERIOR",EU
Calendar,United States of America,1986,1923,PLASTIC CARD,NA
Drawing,Canada,1986,1932,WOODEN PICTURE FRAME/ GLASS/ DRAWINGS ON PAPER.,NA
Book,United Kingdom,1986,1881,CARDBOARD FRONT & BACK COVER/ STRATMORE PAPER/ FRONT & BACK COVERED WITH OILED CLOTH,EU
Sextant & compass,United States of America,1986,1937,Wood box; felt lining/ metal sextant & compass & handle of box/ glass top of compass & mineral spirit level/ mirror/ plastic shades,NA
Book,Canada,1986,1920,PAPER,NA
Camera,Germany,1986,1925,"TEAK WOOD BODY CASE - LACQUERED/ METAL LENS SUPPORT AND BED, LATTER COVERED WITH LEATHER/ LEATHER CAMERA CASE AND PLATE-HOLDER CASE/ CLOTH BELLOWS",EU
Flask,United States of America,1986,1926,Metal body and lid.,NA
Flask,United States of America,1986,1926,Metal body and lid.,NA
"Cup, coffee",United States of America,1986,1936,Ceramic cup.,NA
UV light treatment apparatus,Canada,1986,1917,"WOOD HANDLE, CASE, SINUSOIDAL & PLATE/ CASE COVERED WITH SEALGRAIN LEATHER, LINED WITH VELVET/ GLASS ELECTRODES/ METAL HANDLES (2), MASSAGE ROLLER & NO. 2 METAL/ PLASTIC BUTTONS & LABEL/ METAL LOCK & HANDLE/ FABRIC-COVERED ELECTRIC CORD.",NA
Earphone,Japan,1986,1962,Plastic earphone & wire/metal connector & ring around earphone.,AS
"Receiver, radio",United States of America,1986,1960,"Plastic body and handle/metal arm handle/plastics, metal, fabric and paper component parts.",NA
"Can, fuel",Canada,1986,1925,Metal can with wood handle.,NA
"Indicator, engine",United States of America,1986,1889,BRASS BODY AND HANDLE OF CASE/ MAHOGANY CASE AND COMPARTMENT INSIDE CASE.,NA
"Console, audio",Canada,1986,1952,"METAL CASING/ PLASTIC (BAKELITE?) SWITCHES, BUTTONS, AND KNOBS/ PLASTIC METER COVERS.",NA
"Recorder, video",United States of America,1986,1967,HARD PLASTIC CASE/ METAL PANEL AND PARTS/ ELECTRICAL CORD/ BAKELITE (?) KNOBS AND SWITCHES/ PLASTIC CARRYING HANDLE.,NA
"Headset, operator's",Canada,1986,1950,"METAL YOKE, HEADBAND, ARM & PLUG/ PLASTIC EAR CAP, VOICE CAP, HEADBAND COVER, CORD COVER.",NA
Snowblower,Canada,1986,1960,"METAL BODY, WORKING PARTS/ GLASS WINDOWS, GAUGE COVERS, LAMPS, PARTS/ SYNTHETIC PARTS/ RUBBER TIRES, CAB FLOOR COVERING.",NA
"Loader, hay",Canada,1986,1900,WOOD/ CAST IRON & IRON,NA
"Player, disk",Canada,1986,1966,PLASTIC/ METAL/ CARDBOARD BACK SPEAKER PANELS,NA
Telephone,Canada,1986,1880,"WOOD, METAL BELLS & HARDWARE, FABRIC COVERED WIRES",NA
Flash,Japan,1986,1945,PLASTIC BODY/ METAL SHOE/ METAL (CHROMED ALUMINUM?) FOLDING REFLECTOR/ LEATHER CASE/ GLASS BULB.,AS
Camera,Canada,1986,1951,Body - metal & plastic/ glass lens & filter/ leatherette body/ rigid leather case/ cloth strap.,NA
Flash,United States of America,1986,1951,PLASTIC CASE/ PLASTIC COATED WIRE CABLE/ FLASH & BATTERY PACK ARE METAL/ BODY PLASTIC COATED (METAL IS IRON?),NA
"Record, disk",Canada,1986,1965,VINYL/ PAPER,NA
"Roll, player piano",United States of America,1986,1930,PAPER/ SYNTHETIC ENDS/ CARDBOARD CORE/ FABRIC TAG/ METAL RING,NA
"Record, cylinder",United States of America,1986,1912,CELLULOID/ PLASTER OF PARIS/ CARDSTOCK,NA
"Record, cylinder",United States of America,1986,1909,CELLULOID/ CARDSTOCK,NA
"Player, cylinder",United States of America,1986,1911,WOOD; METAL,NA
"Analyser, radio set",United States of America,1986,1932,"WOOD CABINET COVERED WITH SIMULATED FABRIC & LINEDWITH VELVET/ SYNTHETIC, GLASS & METAL WORKINGS/ LEATHER HANDLE.",NA
